order_id,order_date,customer_id,customer_name,product_category,product_name,quantity,unit_price,discount_pct,shipping_country,payment_method,order_status,review_score,return_flag,notes
10218,2022-12-02,373,Bob Smith,Books,Running Shoes,1,466.47,15.0,UK,PayPal,Delivered,4.0,0,
10219,2022-07-08,193,Eve Davis,Electronics,Coffee Maker,1,110.59,15.0,USA,Bank Transfer,Delivered,4.0,0,Great product!
10220,2022-11-18,283,Carol White,Toys,Coffee Maker,10,460.05,25.0,India,Debit Card,Delivered,5.0,0,
10221,2022-01-23,254,Dave Brown,Electronics,Laptop Pro,1,19.01,15.0,USA,PayPal,Cancelled,,0,
10222,2022-09-30,173,Carol White,Electronics,Yoga Mat,2,273.66,,France,Debit Card,Delivered,,0,
10223,2022-05-04,313,Dave Brown,Electronics,Python Book,3,492.66,0.0,USA,PayPal,Delivered,,0,
10224,2022-06-08,278,Carol White,Home & Garden,Yoga Mat,10,306.84,15.0,UK,Credit Card,Shipped,,0,Packaging was damaged
10225,2022-09-09,290,Alice Johnson,Clothing,LED Lamp,2,279.66,5.0,USA,Bank Transfer,Delivered,4.0,0,Arrived late
10226,2022-07-18,393,Carol White,Electronics,LED Lamp,3,342.82,10.0,UK,PayPal,Delivered,5.0,0,
10227,2022-03-29,306,Bob Smith,Sports,Running Shoes,10,148.2,20.0,Germany,Credit Card,Processing,,0,Packaging was damaged
10228,2022-06-18,310,Dave Brown,Electronics,Bluetooth Speaker,1,31.69,5.0,USA,Debit Card,Delivered,,0,
10229,2022-06-06,186,Dave Brown,Clothing,Python Book,2,129.28,,Germany,PayPal,Delivered,5.0,0,
10230,2022-10-23,356,Bob Smith,Electronics,Laptop Pro,2,92.24,10.0,USA,Credit Card,Delivered,5.0,0,Wrong item sent
10231,2022-09-04,224,Alice Johnson,Toys,Bluetooth Speaker,2,$62.18,,Australia,Credit Card,Delivered,,0,
10232,2022-04-23,62,Carol White,Home & Garden,Coffee Maker,2,426.87,5.0,UK,PayPal,Delivered,5.0,0,Arrived late
10233,2022-08-12,84,Alice Johnson,Home & Garden,LED Lamp,1,162.27,5.0,USA,Credit Card,Delivered,,0,Wrong item sent
10234,2022-05-29,27,Bob Smith,Electronics,Skincare Set,1,418.85,15.0,Australia,PayPal,Delivered,5.0,0,
10235,2022-07-29,381,Carol White,Books,Coffee Maker,1,109.82,25.0,Australia,Credit Card,Returned,,0,
10236,2022-07-25,320,Bob Smith,Books,LED Lamp,2,103.79,25.0,USA,PayPal,Processing,,0,Good value for money
10237,2022-08-21,131,Dave Brown,Clothing,Laptop Pro,1,384.93,15.0,India,Crypto,Delivered,,0,
10238,2022-12-02,127,Dave Brown,Clothing,Python Book,3,166.83,5.0,USA,Debit Card,Delivered,4.0,0,
10239,2022-08-21,11,Dave Brown,Sports,Coffee Maker,1,37.07,0.0,Australia,PayPal,Delivered,4.0,0,
10240,2022-08-09,280,Eve Davis,Electronics,Python Book,2,361.39,20.0,USA,Credit Card,Processing,,0,
10241,2022-03-19,285,Eve Davis,Books,Yoga Mat,2,494.85,,USA,PayPal,Delivered,5.0,0,
10242,2022-09-14,197,Dave Brown,Clothing,Bluetooth Speaker,1,285.16,0.0,Germany,Debit Card,Shipped,4.0,0,
10243,2022-02-10,225,Eve Davis,Home & Garden,Laptop Pro,3,135.52,20.0,France,Credit Card,Cancelled,,0,Wrong item sent
10244,2022-06-02,264,Eve Davis,Electronics,Desk Chair,2,189.59,,USA,Credit Card,Delivered,5.0,0,Packaging was damaged
10245,2022-07-22,275,Bob Smith,Electronics,Wireless Headset,3,326.08,10.0,UK,PayPal,Delivered,5.0,0,"Excellent quality, will buy again"
10246,2022-09-02,68,Carol White,Books,Laptop Pro,1,352.18,,France,PayPal,Processing,,0,
10247,2022-05-05,233,Dave Brown,Beauty,Skincare Set,1,443.73,5.0,UK,Debit Card,Processing,2.0,0,
10248,2022-05-08,99,Eve Davis,Beauty,Wireless Headset,2,454.87,,Germany,PayPal,Delivered,4.0,0,Wrong item sent
10249,2022-07-26,222,Bob Smith,Electronics,Bluetooth Speaker,1,431.33,0.0,Canada,Debit Card,Delivered,3.0,0,
10250,2022-06-26,124,Bob Smith,Electronics,LED Lamp,3,326.0,5.0,Germany,Credit Card,Delivered,5.0,0,
10251,2022-12-05,304,Carol White,Books,Desk Chair,1,227.68,25.0,Australia,Credit Card,Cancelled,4.0,0,
10252,2022-01-01,102,Bob Smith,Clothing,Laptop Pro,1,341.26,,USA,Debit Card,Delivered,5.0,0,
10253,2023-01-01,320,Alice Johnson,Home & Garden,Running Shoes,2,334.95,0.0,Germany,Credit Card,Cancelled,5.0,1,Wrong item sent
10254,2022-08-24,264,Alice Johnson,Books,Yoga Mat,1,112.9,0.0,Canada,Credit Card,Delivered,4.0,0,
10255,2022-07-05,365,Dave Brown,Clothing,Running Shoes,2,256.24,0.0,USA,Credit Card,Delivered,5.0,0,Great product!
10256,2022-10-12,389,Carol White,Home & Garden,Bluetooth Speaker,2,108.07,10.0,USA,Debit Card,Shipped,4.0,0,
10257,2022-06-18,230,Alice Johnson,Electronics,Desk Chair,1,450.07,,France,Debit Card,Delivered,3.0,0,
10258,2022-01-10,123,Carol White,Home & Garden,Desk Chair,1,165.01,5.0,USA,Credit Card,Delivered,5.0,0,Great product!
10259,2022-10-18,227,Dave Brown,Clothing,Wireless Headset,10,403.69,0.0,USA,Bank Transfer,Processing,5.0,0,
10260,2022-07-05,228,Bob Smith,Sports,Yoga Mat,1,191.73,25.0,India,Credit Card,Shipped,4.0,0,
10261,2022-08-09,153,Bob Smith,Electronics,Wireless Headset,2,383.05,0.0,USA,Bank Transfer,Delivered,5.0,0,
10262,2022-07-26,309,Bob Smith,Clothing,Running Shoes,1,114.35,10.0,France,Crypto,Cancelled,1.0,0,
10263,2022-11-19,305,Alice Johnson,Beauty,Desk Chair,2,383.05,10.0,USA,Debit Card,Delivered,4.0,0,Good value for money
10264,2022-09-21,328,Carol White,Books,Bluetooth Speaker,1,93.87,5.0,UK,Credit Card,Delivered,5.0,0,
10265,2022-10-07,149,Alice Johnson,Toys,Bluetooth Speaker,1,247.95,,USA,Credit Card,Delivered,3.0,0,Packaging was damaged
10266,2022-10-09,307,Eve Davis,Home & Garden,Wireless Headset,2,61.25,25.0,USA,PayPal,Delivered,,0,Good value for money
10267,2022-07-30,9,Carol White,Toys,LED Lamp,2,266.31,0.0,Canada,Credit Card,Cancelled,,0,Great product!
10268,2022-06-09,320,Dave Brown,Clothing,Running Shoes,1,411.25,25.0,India,Debit Card,Cancelled,5.0,0,
10269,2022-04-05,224,Alice Johnson,Electronics,Wireless Headset,2,$374.31,25.0,France,Bank Transfer,Delivered,3.0,0,Packaging was damaged
10270,2022-11-29,23,Bob Smith,Sports,Desk Chair,5,30.1,25.0,India,Crypto,Cancelled,4.0,0,Good value for money
10271,2022-11-05,392,Bob Smith,Sports,LED Lamp,1,248.63,0.0,Canada,Credit Card,Delivered,4.0,0,
10272,2022-09-22,192,Bob Smith,Books,Running Shoes,3,426.85,0.0,USA,Credit Card,Processing,5.0,0,
10273,2022-12-31,227,Alice Johnson,Books,LED Lamp,2,326.8,0.0,UK,Credit Card,Delivered,4.0,0,Good value for money
10274,2023-01-09,54,Alice Johnson,Toys,Yoga Mat,10,34.3,,Canada,Credit Card,Delivered,4.0,0,
10275,2022-01-01,92,Bob Smith,Electronics,Laptop Pro,5,166.19,25.0,USA,Credit Card,Delivered,,1,
10276,2022-01-14,15,Bob Smith,Books,Wireless Headset,5,280.51,10.0,France,Credit Card,Processing,3.0,0,Arrived late
10277,2022-06-21,308,Bob Smith,Electronics,Wireless Headset,1,90.46,15.0,Germany,Credit Card,Delivered,2.0,0,
10278,2022-09-15,179,Eve Davis,Electronics,Skincare Set,1,342.55,5.0,USA,Credit Card,Returned,,0,
10279,2022-11-26,4,Alice Johnson,Clothing,Yoga Mat,2,319.25,10.0,USA,Debit Card,Processing,5.0,0,Great product!
10280,2022-01-28,101,Bob Smith,Sports,Wireless Headset,1,105.21,20.0,USA,PayPal,Delivered,5.0,0,
10281,2022-01-12,130,Dave Brown,Home & Garden,Laptop Pro,1,277.45,20.0,India,PayPal,Delivered,4.0,0,
10282,2022-02-26,7,Bob Smith,Beauty,Coffee Maker,3,406.8,,Germany,PayPal,Delivered,2.0,0,
10283,2022-03-02,184,Alice Johnson,Electronics,Wireless Headset,1,190.54,5.0,Canada,Credit Card,Processing,,0,Wrong item sent
10284,2022-12-12,331,Dave Brown,Clothing,Desk Chair,1,127.26,0.0,Australia,Bank Transfer,Processing,3.0,0,
10285,2022-01-12,332,Alice Johnson,Electronics,Desk Chair,2,352.1,20.0,USA,Credit Card,Delivered,2.0,0,
10286,2022-10-04,35,Alice Johnson,Electronics,Yoga Mat,1,40.05,20.0,France,PayPal,Delivered,,0,
10287,2022-11-13,232,Alice Johnson,Electronics,Wireless Headset,5,417.17,15.0,UK,Credit Card,Shipped,5.0,0,
10288,2022-05-23,154,Carol White,Electronics,Bluetooth Speaker,1,472.01,,Australia,Crypto,Delivered,5.0,0,
10289,2022-04-16,64,Dave Brown,Clothing,Coffee Maker,5,482.57,25.0,Canada,Bank Transfer,Delivered,5.0,0,
10290,2022-08-27,247,Eve Davis,Electronics,Skincare Set,1,219.11,5.0,Germany,Credit Card,Delivered,5.0,0,Great product!
10291,2022-03-25,378,Eve Davis,Clothing,Python Book,5,313.49,5.0,USA,Crypto,Shipped,4.0,0,
10292,2022-12-07,56,Carol White,Toys,Wireless Headset,1,429.4,15.0,USA,PayPal,Delivered,3.0,0,
10293,2022-12-17,229,Alice Johnson,Home & Garden,Running Shoes,2,115.59,20.0,USA,Debit Card,Shipped,4.0,0,
10294,2022-09-02,311,Eve Davis,Sports,Coffee Maker,5,18.71,25.0,Canada,Credit Card,Cancelled,5.0,0,
10295,2022-10-30,396,Dave Brown,Sports,Laptop Pro,3,195.36,25.0,USA,Credit Card,Delivered,,0,
10296,2022-01-26,253,Bob Smith,Clothing,Python Book,2,442.76,15.0,France,Debit Card,Delivered,,0,
10297,2022-05-31,293,Dave Brown,Home & Garden,Python Book,1,255.01,0.0,USA,Credit Card,Shipped,5.0,0,
10298,2022-10-12,52,Alice Johnson,Home & Garden,Wireless Headset,3,267.46,20.0,Germany,Bank Transfer,Shipped,5.0,0,
10299,2022-06-01,15,Dave Brown,Electronics,Bluetooth Speaker,10,347.28,25.0,Germany,Credit Card,Delivered,5.0,0,"Excellent quality, will buy again"
10300,2022-11-10,383,Alice Johnson,Sports,Yoga Mat,1,289.39,5.0,Canada,Credit Card,Delivered,4.0,0,Arrived late
10301,2022-09-03,342,Dave Brown,Clothing,Bluetooth Speaker,1,31.97,25.0,USA,PayPal,Delivered,5.0,0,Packaging was damaged
10302,2022-12-14,340,Carol White,Electronics,Yoga Mat,1,282.63,10.0,USA,Credit Card,Shipped,,0,
10303,2022-01-08,363,Dave Brown,Home & Garden,Wireless Headset,5,325.74,15.0,USA,Bank Transfer,Delivered,5.0,0,
10304,2022-02-14,180,Eve Davis,Home & Garden,Laptop Pro,1,322.59,25.0,UK,Credit Card,Delivered,3.0,0,
10305,2022-08-20,77,Bob Smith,Books,Python Book,5,365.53,25.0,Germany,Credit Card,Delivered,,0,
10306,2022-09-18,215,Carol White,Electronics,Laptop Pro,2,262.36,25.0,USA,PayPal,Delivered,4.0,0,
10307,2022-07-08,223,Dave Brown,Clothing,LED Lamp,3,450.53,15.0,USA,Debit Card,Returned,5.0,0,
10308,2022-10-19,154,Alice Johnson,Clothing,Laptop Pro,2,234.81,,France,Bank Transfer,Delivered,,0,
10309,2022-06-25,45,Carol White,Beauty,Coffee Maker,5,261.5,25.0,USA,Credit Card,Delivered,5.0,0,
10310,2022-12-15,352,Eve Davis,Sports,Bluetooth Speaker,3,391.25,25.0,USA,Credit Card,Delivered,4.0,0,
10311,2022-03-19,21,Bob Smith,Home & Garden,Laptop Pro,1,417.45,20.0,Germany,PayPal,Cancelled,5.0,0,
10312,2022-03-31,81,Bob Smith,Electronics,Python Book,2,325.94,20.0,France,Credit Card,Delivered,4.0,0,
10313,2022-07-07,53,Dave Brown,Clothing,LED Lamp,1,67.55,20.0,Germany,PayPal,Delivered,5.0,0,Packaging was damaged
10314,2022-05-03,157,Eve Davis,Clothing,LED Lamp,1,169.32,25.0,USA,Debit Card,Delivered,3.0,0,Great product!
10315,2022-10-21,369,Eve Davis,Clothing,Laptop Pro,1,14.98,25.0,USA,Credit Card,Delivered,,0,
10316,2022-07-24,147,Bob Smith,Electronics,LED Lamp,2,151.25,25.0,Canada,Credit Card,Returned,,0,Great product!
10317,2022-07-22,182,Bob Smith,Books,Running Shoes,3,287.27,10.0,USA,Credit Card,Returned,5.0,0,
10318,2022-05-13,78,Eve Davis,Clothing,Skincare Set,2,403.59,10.0,USA,Debit Card,Returned,4.0,0,
10319,2022-07-24,383,Bob Smith,Books,Desk Chair,2,294.9,20.0,Germany,Credit Card,Delivered,5.0,0,
10320,2022-04-25,119,Alice Johnson,Electronics,Laptop Pro,3,24.75,10.0,UK,Credit Card,Cancelled,5.0,0,
10321,2022-04-15,359,Bob Smith,Clothing,Coffee Maker,1,133.26,15.0,Germany,Credit Card,Delivered,,0,
10322,2022-09-18,343,Alice Johnson,Home & Garden,Python Book,5,291.14,25.0,UK,Crypto,Delivered,4.0,0,
10323,2022-11-26,105,Bob Smith,Clothing,Python Book,2,355.98,20.0,USA,PayPal,Delivered,,0,
10324,2022-04-25,2,Carol White,Sports,Coffee Maker,10,433.89,10.0,UK,Credit Card,Delivered,4.0,1,
10325,2022-05-10,115,Carol White,Home & Garden,Running Shoes,10,483.98,25.0,Germany,Credit Card,Delivered,5.0,0,
10326,2022-11-09,32,Carol White,Sports,Skincare Set,3,446.43,25.0,USA,Credit Card,Shipped,4.0,0,
10327,2022-05-01,358,Alice Johnson,Electronics,Wireless Headset,1,236.33,15.0,India,Credit Card,Shipped,,0,
10328,2022-07-09,62,Alice Johnson,Electronics,Laptop Pro,3,374.73,15.0,USA,Debit Card,Delivered,4.0,0,
10329,2022-12-22,97,Dave Brown,Books,Yoga Mat,1,124.06,10.0,USA,PayPal,Delivered,3.0,0,
10330,2022-06-29,378,Dave Brown,Toys,Laptop Pro,1,36.6,20.0,Germany,Debit Card,Shipped,4.0,0,
10331,2022-06-30,135,Bob Smith,Home & Garden,Skincare Set,2,32.26,20.0,Australia,Credit Card,Delivered,4.0,1,
10332,2022-01-18,98,Alice Johnson,Clothing,LED Lamp,10,124.45,10.0,USA,Credit Card,Shipped,4.0,0,Wrong item sent
10333,2023-01-09,215,Carol White,Electronics,Wireless Headset,10,23.58,10.0,USA,Credit Card,Shipped,,0,Arrived late
10334,2022-06-18,84,Carol White,Clothing,Python Book,2,425.88,0.0,USA,PayPal,Shipped,,0,
10335,2022-07-21,157,Carol White,Clothing,Skincare Set,2,247.51,15.0,Canada,Credit Card,Shipped,,0,
10336,2022-08-02,107,Bob Smith,Home & Garden,Yoga Mat,1,$293.46,20.0,UK,PayPal,Shipped,,0,
10337,2022-02-27,357,Alice Johnson,Clothing,Wireless Headset,1,470.25,5.0,Canada,Credit Card,Cancelled,4.0,0,
10338,2022-09-17,131,Bob Smith,Clothing,Python Book,1,496.98,15.0,USA,Credit Card,Shipped,3.0,0,
10339,2022-01-21,22,Eve Davis,Electronics,Running Shoes,1,468.9,25.0,USA,PayPal,Delivered,4.0,0,
10340,2022-05-17,84,Eve Davis,Electronics,Bluetooth Speaker,1,359.7,20.0,USA,Credit Card,Delivered,3.0,1,Arrived late
10341,2022-04-06,89,Dave Brown,Clothing,Yoga Mat,1,223.78,,Canada,Debit Card,Delivered,4.0,0,Great product!
10342,2022-03-28,226,Alice Johnson,Clothing,Wireless Headset,2,301.0,,Canada,Bank Transfer,Cancelled,,0,
10343,2022-02-19,106,Carol White,Books,Wireless Headset,1,409.17,15.0,Canada,Credit Card,Cancelled,4.0,0,Great product!
10344,2022-02-23,349,Alice Johnson,Home & Garden,Running Shoes,5,449.29,15.0,UK,Crypto,Processing,4.0,0,Wrong item sent
10345,2022-06-20,394,Dave Brown,Electronics,Coffee Maker,1,478.45,,Germany,Credit Card,Processing,4.0,0,
10346,2022-10-05,359,Carol White,Clothing,Yoga Mat,1,366.65,20.0,Australia,Bank Transfer,Cancelled,3.0,0,
10347,2022-06-14,101,Bob Smith,Sports,Coffee Maker,1,272.28,5.0,Canada,Crypto,Delivered,3.0,1,
10348,2022-05-24,296,Carol White,Clothing,Laptop Pro,1,484.34,,Germany,Debit Card,Delivered,5.0,0,Good value for money
10349,2022-06-28,370,Eve Davis,Books,Laptop Pro,3,479.52,5.0,Canada,Credit Card,Delivered,4.0,0,
10350,2022-12-20,148,Bob Smith,Clothing,Skincare Set,1,241.39,25.0,Germany,PayPal,Cancelled,,0,
10351,2022-08-23,381,Carol White,Clothing,Desk Chair,10,326.09,,Australia,Debit Card,Delivered,4.0,0,Arrived late
10352,2022-02-28,230,Bob Smith,Electronics,Skincare Set,2,405.59,15.0,Canada,Credit Card,Delivered,3.0,0,
10353,2022-04-08,87,Eve Davis,Electronics,Desk Chair,1,219.37,25.0,USA,Bank Transfer,Delivered,5.0,0,Wrong item sent
10354,2022-11-17,11,Eve Davis,Electronics,Yoga Mat,10,415.54,25.0,Germany,Debit Card,Delivered,,0,
10355,2022-09-23,136,Alice Johnson,Sports,Bluetooth Speaker,5,60.17,,Canada,Bank Transfer,Processing,4.0,0,Wrong item sent
10356,2022-09-17,93,Eve Davis,Electronics,Wireless Headset,3,243.17,15.0,Australia,PayPal,Delivered,5.0,0,Wrong item sent
10357,2022-01-11,292,Eve Davis,Toys,Laptop Pro,3,243.89,10.0,USA,Credit Card,Delivered,4.0,0,Great product!
10358,2022-04-29,153,Eve Davis,Sports,Yoga Mat,2,343.91,5.0,India,PayPal,Processing,4.0,1,Packaging was damaged
10359,2022-04-12,354,Dave Brown,Home & Garden,Yoga Mat,3,62.62,5.0,UK,Debit Card,Delivered,,0,
10360,2022-12-24,367,Eve Davis,Home & Garden,Bluetooth Speaker,1,56.09,0.0,India,Credit Card,Delivered,5.0,0,
10361,2022-10-23,96,Alice Johnson,Electronics,Desk Chair,3,450.79,20.0,Germany,Credit Card,Cancelled,5.0,0,
10362,2022-02-28,62,Bob Smith,Books,Laptop Pro,5,155.35,10.0,France,Credit Card,Delivered,4.0,0,
10363,2022-06-14,361,Dave Brown,Toys,Laptop Pro,10,166.83,25.0,USA,PayPal,Processing,,0,
10364,2022-08-26,87,Bob Smith,Electronics,Desk Chair,1,389.55,10.0,USA,Credit Card,Delivered,4.0,0,
10365,2023-01-07,211,Bob Smith,Electronics,Yoga Mat,3,210.38,20.0,Canada,PayPal,Delivered,4.0,0,
10366,2022-03-29,389,Alice Johnson,Electronics,Coffee Maker,3,417.3,0.0,USA,PayPal,Delivered,5.0,0,
10367,2022-06-04,383,Dave Brown,Books,Yoga Mat,1,203.73,25.0,India,Credit Card,Delivered,5.0,0,
10368,2022-08-08,83,Carol White,Electronics,Yoga Mat,5,381.5,10.0,UK,PayPal,Delivered,4.0,0,
10369,2022-03-10,227,Eve Davis,Clothing,Python Book,2,265.03,0.0,USA,Debit Card,Delivered,4.0,0,
10370,2022-01-19,12,Bob Smith,Home & Garden,Desk Chair,3,468.23,20.0,UK,Bank Transfer,Shipped,4.0,0,Wrong item sent
10371,2022-07-20,359,Bob Smith,Electronics,LED Lamp,5,167.06,20.0,UK,Credit Card,Delivered,3.0,0,
10372,2022-11-12,153,Alice Johnson,Home & Garden,Coffee Maker,3,184.53,20.0,USA,PayPal,Shipped,,0,
10373,2022-06-02,5,Alice Johnson,Electronics,Yoga Mat,2,485.14,10.0,USA,Debit Card,Processing,,0,Wrong item sent
10374,2022-06-16,76,Alice Johnson,Electronics,Wireless Headset,2,370.07,20.0,USA,Credit Card,Delivered,,0,Great product!
10375,2022-07-23,4,Dave Brown,Electronics,Laptop Pro,1,387.42,10.0,UK,Credit Card,Delivered,,0,
10376,2022-11-27,372,Eve Davis,Sports,LED Lamp,1,151.51,,USA,PayPal,Delivered,,0,Packaging was damaged
10377,2022-06-27,83,Dave Brown,Sports,Yoga Mat,1,268.36,15.0,USA,Credit Card,Shipped,,0,Wrong item sent
10378,2022-05-09,362,Alice Johnson,Electronics,Bluetooth Speaker,2,160.2,0.0,France,PayPal,Returned,5.0,0,
10379,2023-01-06,35,Alice Johnson,Electronics,Coffee Maker,3,133.64,10.0,USA,Bank Transfer,Processing,4.0,0,
10380,2022-01-21,242,Bob Smith,Sports,LED Lamp,5,269.94,5.0,Canada,Credit Card,Cancelled,3.0,0,
10381,2022-09-05,144,Dave Brown,Home & Garden,Skincare Set,1,493.94,5.0,UK,Credit Card,Delivered,4.0,0,Good value for money
10382,2023-01-02,396,Dave Brown,Electronics,Desk Chair,2,111.24,25.0,Germany,Credit Card,Delivered,,0,
10383,2022-03-09,80,Eve Davis,Books,Laptop Pro,2,125.05,15.0,USA,Credit Card,Delivered,4.0,0,
10384,2022-07-01,75,Dave Brown,Sports,Skincare Set,1,125.35,20.0,France,PayPal,Delivered,5.0,0,Great product!
10385,2022-03-22,299,Eve Davis,Electronics,Python Book,3,396.89,0.0,USA,Credit Card,Processing,5.0,0,
10386,2022-10-08,284,Carol White,Electronics,Yoga Mat,1,257.69,0.0,USA,Bank Transfer,Delivered,3.0,1,
10387,2022-09-12,215,Eve Davis,Electronics,Bluetooth Speaker,1,195.46,10.0,Canada,Debit Card,Delivered,5.0,0,Arrived late
10388,2022-01-01,246,Alice Johnson,Home & Garden,Bluetooth Speaker,10,422.68,,France,Credit Card,Processing,,0,
10389,2022-10-07,238,Carol White,Electronics,Bluetooth Speaker,1,152.26,15.0,USA,Credit Card,Delivered,4.0,0,
10390,2022-01-26,337,Bob Smith,Sports,Coffee Maker,5,199.15,20.0,UK,Credit Card,Shipped,3.0,0,
10391,2022-10-25,19,Bob Smith,Home & Garden,Python Book,1,41.44,,USA,Credit Card,Delivered,4.0,0,"Excellent quality, will buy again"
10392,2022-11-22,74,Bob Smith,Books,Yoga Mat,1,63.86,5.0,USA,Credit Card,Delivered,,0,Packaging was damaged
10393,2022-02-26,379,Alice Johnson,Electronics,Desk Chair,10,72.68,,Germany,PayPal,Delivered,5.0,0,
10394,2022-09-19,55,Bob Smith,Beauty,Coffee Maker,2,176.75,15.0,Australia,PayPal,Delivered,,0,
10395,2022-06-29,83,Eve Davis,Clothing,Desk Chair,5,264.42,20.0,USA,Bank Transfer,Delivered,3.0,0,
10396,2022-01-22,164,Alice Johnson,Clothing,Coffee Maker,5,5.37,25.0,USA,Debit Card,Delivered,,0,
10397,2022-01-11,318,Dave Brown,Beauty,LED Lamp,2,99.02,20.0,UK,Credit Card,Returned,,0,
10398,2022-03-16,363,Alice Johnson,Sports,Desk Chair,10,91.95,0.0,Australia,Debit Card,Delivered,,0,
10399,2022-01-07,167,Alice Johnson,Clothing,Coffee Maker,2,130.41,,Canada,Credit Card,Delivered,5.0,0,
10400,2022-11-22,116,Dave Brown,Clothing,Laptop Pro,2,87.21,20.0,USA,Credit Card,Delivered,4.0,0,Great product!
10401,2022-12-06,297,Eve Davis,Electronics,Coffee Maker,1,101.59,0.0,UK,PayPal,Delivered,2.0,0,
10402,2022-09-29,188,Carol White,Toys,Coffee Maker,2,492.02,,USA,PayPal,Delivered,4.0,0,
10403,2022-01-07,255,Dave Brown,Sports,Coffee Maker,2,299.39,,USA,PayPal,Processing,4.0,0,
10404,2022-05-22,342,Alice Johnson,Clothing,Running Shoes,2,382.53,20.0,Australia,Debit Card,Delivered,4.0,0,
10405,2022-03-23,322,Bob Smith,Home & Garden,Bluetooth Speaker,5,410.57,0.0,Germany,Debit Card,Delivered,,1,
10406,2022-03-17,353,Dave Brown,Home & Garden,Coffee Maker,1,335.5,5.0,Australia,Credit Card,Processing,,0,
10407,2022-05-09,19,Dave Brown,Electronics,Wireless Headset,1,353.52,25.0,Canada,PayPal,Delivered,5.0,0,
10408,2022-08-25,311,Carol White,Books,Coffee Maker,2,317.98,20.0,USA,Bank Transfer,Delivered,4.0,0,
10409,2022-04-21,368,Alice Johnson,Electronics,Bluetooth Speaker,10,$265.57,,UK,Debit Card,Returned,,0,
10410,2022-07-03,302,Bob Smith,Sports,LED Lamp,1,464.58,25.0,USA,PayPal,Delivered,4.0,0,
10411,2022-01-24,4,Bob Smith,Electronics,Yoga Mat,3,96.94,,USA,Crypto,Shipped,,0,Wrong item sent
10412,2022-10-08,190,Carol White,Home & Garden,Bluetooth Speaker,2,140.99,25.0,USA,Credit Card,Processing,5.0,1,
10413,2022-04-09,281,Bob Smith,Clothing,Skincare Set,1,51.16,10.0,UK,Credit Card,Delivered,,0,
10414,2022-01-28,63,Eve Davis,Electronics,Wireless Headset,2,419.48,5.0,Canada,Debit Card,Returned,4.0,0,"Excellent quality, will buy again"
10415,2022-01-09,367,Dave Brown,Electronics,Laptop Pro,3,227.13,20.0,USA,PayPal,Delivered,,0,"Excellent quality, will buy again"
10416,2022-04-02,269,Dave Brown,Home & Garden,Running Shoes,5,454.02,15.0,Australia,Credit Card,Delivered,5.0,0,
10417,2022-08-31,254,Bob Smith,Electronics,Python Book,1,208.78,20.0,Canada,Credit Card,Delivered,4.0,0,
10418,2022-01-06,115,Bob Smith,Books,Bluetooth Speaker,10,224.09,15.0,USA,Credit Card,Delivered,,0,
10419,2022-07-21,342,Bob Smith,Clothing,Coffee Maker,1,226.94,15.0,USA,PayPal,Delivered,,0,
10420,2022-05-11,260,Dave Brown,Home & Garden,Wireless Headset,2,308.18,20.0,USA,Credit Card,Delivered,5.0,1,
10421,2022-02-13,2,Bob Smith,Clothing,Desk Chair,1,384.23,,India,Credit Card,Delivered,5.0,0,
10422,2022-07-27,67,Eve Davis,Clothing,Coffee Maker,3,178.89,0.0,USA,Credit Card,Delivered,3.0,0,
10423,2022-12-13,366,Eve Davis,Electronics,Wireless Headset,1,316.93,10.0,USA,Credit Card,Delivered,5.0,1,Arrived late
10424,2022-01-07,286,Dave Brown,Clothing,Bluetooth Speaker,10,105.96,0.0,USA,Credit Card,Delivered,5.0,0,Wrong item sent
10425,2022-12-06,132,Alice Johnson,Books,Yoga Mat,2,279.25,10.0,USA,Credit Card,Shipped,5.0,0,
10426,2022-12-03,48,Alice Johnson,Home & Garden,Coffee Maker,1,275.56,0.0,Canada,PayPal,Processing,,1,
10427,2022-10-29,43,Alice Johnson,Electronics,Wireless Headset,2,444.91,20.0,USA,PayPal,Processing,3.0,0,
10428,2022-03-18,93,Eve Davis,Home & Garden,Skincare Set,2,448.44,20.0,USA,Credit Card,Delivered,,0,
10429,2022-10-10,141,Carol White,Electronics,Skincare Set,2,246.17,15.0,India,PayPal,Processing,5.0,0,
10430,2022-03-24,47,Alice Johnson,Electronics,Wireless Headset,10,17.18,5.0,Canada,Bank Transfer,Delivered,,0,
10431,2022-09-27,231,Carol White,Books,Desk Chair,1,423.09,,USA,Credit Card,Delivered,2.0,0,Great product!
10432,2022-06-16,224,Dave Brown,Electronics,Yoga Mat,10,5.31,,UK,Bank Transfer,Delivered,4.0,1,
10433,2023-01-04,284,Eve Davis,Home & Garden,Desk Chair,1,241.74,15.0,USA,Credit Card,Processing,1.0,0,
10434,2022-01-27,37,Alice Johnson,Beauty,Desk Chair,5,14.8,10.0,India,Credit Card,Delivered,5.0,0,
10435,2022-04-18,28,Eve Davis,Electronics,Running Shoes,1,179.53,0.0,USA,Credit Card,Processing,5.0,0,Good value for money
10436,2022-10-25,158,Dave Brown,Books,LED Lamp,1,320.2,5.0,USA,PayPal,Cancelled,5.0,0,
10437,2022-01-10,390,Eve Davis,Toys,Coffee Maker,2,188.74,20.0,Canada,Credit Card,Delivered,5.0,0,
